u,i,year
9963,8807,2019
17814,17695,2004
19394,19206,2013
23222,23038,2001
18369,18296,2004
20806,20635,2011
8346,7661,2015
13912,2029,2013
9270,9153,2003
9719,9639,2003
8346,8168,2007
15358,14926,2011
12764,12762,2021
12236,12095,2017
10317,3666,2021
21416,20976,2010
4905,2019,2016
10421,10392,2018
7258,6495,2002
17414,17407,2018
3847,1255,2009
13328,13004,2017
22753,22287,2010
24612,24412,2001
11019,9422,2009
11749,11738,2014
10747,10305,2003
23642,23381,2012
21217,21123,2021
13146,12172,2015
16196,14464,2008
23636,23302,2016
14073,13787,2009
20498,20393,2015
15523,15441,2015
10602,9045,2005
21158,20716,2006
11230,10539,2019
20086,19963,2021
12789,12517,2008
10012,3570,2000
3426,1294,2007
22379,22094,2013
13783,13709,2020
11352,10751,2013
7030,5658,2018
20492,20467,2015
15946,15833,2005
10761,10730,2009
16153,16027,2009
9343,7826,2009
18704,18659,2019
11766,7091,2015
17475,6919,2000
4008,3796,2005
21549,21536,2001
19227,19010,2021
6098,1714,2020
11903,11852,2010
15286,15249,2001
16683,16186,2014
24560,24456,2017
14964,14676,2015
12820,12178,2019
23592,23520,2003
7677,6112,2004
3607,3409,2021
14753,14714,2012
15081,15042,2016
7169,6077,2020
18273,17671,2016
17411,17098,2007
13918,12917,2019
9365,8200,2014
14381,1061,2017
12427,10967,2002
6050,5227,2015
20693,1252,2002
16196,15745,2010
21526,21196,2007
8994,6619,2005
18454,18277,2004
16900,16885,2018
24560,24440,2004
9077,7267,2011
10093,9283,2004
12297,12188,2000
4496,3767,2018
5753,2049,2017
7119,5049,2003
13219,12795,2019
7017,1566,2013
9327,8430,2007
21882,21778,2015
17973,17913,2000
11243,8949,2000
13816,2251,2009
7361,7285,2002
12369,12012,2004
22219,22049,2005
12776,12258,2019
16114,16063,2000
15349,15219,2007
12857,12825,2015
10471,9832,2011
11824,10519,2021
11908,11337,2016
14008,13592,2017
13278,13188,2004
7653,7226,2001
12265,12197,2004
18753,18508,2014
17409,17248,2021
17298,17256,2017
16551,16534,2005
11894,11795,2008
18843,18730,2015
19436,19324,2014
23708,23691,2010
10475,10364,2004
20947,20440,2011
8623,8621,2003
20901,20554,2016
11730,11615,2000
24289,23918,2016
13816,13293,2017
14394,14313,2016
3426,2448,2001
11435,11262,2021
13024,12987,2003
8319,6061,2004
12103,10967,2000
11837,11470,2020
7820,6613,2007
15370,14474,2019
16960,16823,2009
15377,15330,2000
24361,24162,2009
23262,23014,2001
18358,18053,2014
8676,7488,2017
16161,15974,2008
12956,12912,2004
13202,12682,2009
21287,21245,2019
8369,8366,2011
7625,7272,2021
15820,15788,2007
15981,15976,2005
12144,11084,2013
13812,13556,2003
9642,2531,2001
10433,9470,2003
9829,9777,2014
15629,15531,2009
9320,6439,2017
19461,19414,2005
21954,21866,2014
8897,8290,2002
11324,11047,2009
11452,8392,2017
13599,13312,2003
6594,5745,2001
22549,22173,2019
7211,6878,2016
9642,5954,2018
12075,11410,2007
6428,3031,2008
8177,6800,2017
6218,4289,2001
12700,2429,2000
10313,9992,2013
23314,23003,2011
12103,3922,2012
12347,12296,2014
24365,24297,2003
12597,896,2018
19124,17831,2010
3301,717,2014
9947,9096,2002
10030,7795,2017
16701,16343,2014
22707,22637,2007
17872,17825,2005
10761,9385,2021
11446,10818,2015
15925,15887,2015
10171,5228,2016
13912,11949,2000
23743,23605,2015
6510,6011,2008
10934,9255,2005
9506,9400,2014
7794,6566,2014
8502,8493,2012
15498,15312,2000
11881,4328,2001
13931,13878,2002
24500,24479,2010
22435,22317,2021
21380,20951,2002
9678,9625,2015
23896,23702,2012
24738,24700,2019
18112,17687,2012
3659,1795,2015
6941,2511,2002
23955,23668,2018
22051,22001,2021
22558,22252,2018
9431,8621,2001
15902,4392,2017
23971,23717,2015
8260,8225,2007
11309,11222,2012
10678,10599,2013
10538,5436,2007
8546,5670,2013
8856,7723,2000
6752,2568,2015
18884,18481,2005
10274,9811,2005
20625,20565,2020
17008,16605,2021
20483,19978,2009
17626,17582,2003
5704,5176,2015
9939,8728,2001
14937,14867,2000
20676,20237,2020
11024,10669,2014
8779,2352,2004
17063,16866,2018
18312,18216,2006
24295,24138,2011
20936,20390,2015
17684,17224,2011
5817,3748,2010
8036,6302,2014
14595,14351,2012
10425,2402,2014
17942,17619,2018
23066,22847,2018
21239,21141,2004
7860,5088,2011
24596,24582,2019
6334,4242,2020
17107,2712,2006
9237,5060,2014
24761,24660,2017
11244,2453,2002
8364,8325,2002
21047,20941,2018
15517,1146,2020
8216,7995,2015
15210,15203,2004
8014,7489,2017
20208,20146,2007
19471,19228,2005
14221,14169,2017
13734,13495,2020
15345,15174,2019
9244,7656,2015
11096,11009,2019
15940,1597,2008
17674,17567,2001
18869,18606,2007
21620,21239,2020
22371,22351,2019
22918,22751,2021
8586,8326,2016
15756,15511,2012
10334,7731,2020
10963,10841,2008
18455,18343,2013
13277,11806,2007
20687,20592,2001
23913,23604,2011
8564,7376,2006
9167,4349,2000
11123,10022,2018
10093,8138,2002
6412,3559,2014
14410,13840,2012
9966,8289,2006
10011,9881,2014
7541,5835,2006
11406,11364,2011
10160,9218,2014
15752,15593,2004
13446,13374,2020
11046,10496,2010
18961,18947,2006
11584,11530,2002
21003,20505,2004
7409,7405,2010
14153,13719,2006
8594,8292,2016
23160,22758,2016
14087,13496,2007
4447,3522,2011
9846,9171,2020
5919,3477,2018
9400,5986,2019
11188,8746,2002
8325,4847,2016
10241,1947,2009
18343,18091,2021
17531,17257,2015
16170,16150,2021
18377,17783,2021
8346,6909,2020
7943,5993,2003
9928,1939,2011
12370,11201,2016
8373,4072,2012
3301,1843,2007
13236,11666,2020
12701,3286,2004
10673,9898,2012
21871,21834,2018
19599,19368,2007
20409,20345,2019
19657,19574,2019
12569,11703,2002
14183,14030,2012
11091,2298,2019
14056,13895,2006
13293,13204,2005
19044,18983,2017
15390,15326,2001
22067,22048,2016
11585,11219,2011
22935,22765,2014
7620,6651,2021
21931,21900,2004
8325,5003,2015
9220,8576,2005
18410,18155,2018
9947,8715,2006
8897,829,2008
20455,20313,2001
15055,14912,2017
21844,21542,2014
11608,11197,2018
23642,23507,2005
6499,6394,2007
16971,16858,2000
20072,19887,2008
21744,21612,2002
17113,17110,2015
7119,4082,2014
13798,13279,2019
12611,12226,2020
19005,18672,2005
13236,12968,2013
19625,19057,2000
10230,3212,2021
11351,8012,2013
17229,17217,2015
6864,1063,2016
12507,11995,2000
16700,16599,2021
19038,18743,2005
9763,9638,2020
14695,14407,2009
22148,22079,2014
19413,19340,2012
23001,22991,2013
13270,13069,2012
21674,21660,2015
13138,12605,2020
11585,901,2020
11725,11518,2009
16029,15824,2017
21968,21713,2008
4667,4371,2010
7870,5209,2021
11094,10737,2018
15667,15557,2011
19475,19222,2007
14662,13618,2016
17348,16792,2011
24547,24235,2015
15842,15251,2012
19612,19513,2017
10241,9089,2000
6412,2555,2001
13532,13017,2011
23022,22890,2016
14832,145,2008
22996,22905,2002
22609,22567,2016
10317,9865,2011
17150,17046,2011
13337,13179,2018
11087,10690,2001
10873,10204,2010
6960,6438,2010
16923,16648,2013
13277,12845,2016
12709,12640,2013
23276,23224,2014
9529,8872,2005
15172,15161,2005
12868,2674,2020
9082,8316,2008
22430,22341,2010
23818,23551,2000
17030,16726,2014
11920,2858,2001
13186,12827,2018
2526,1236,2010
21212,20948,2014
19832,19831,2013
13767,13575,2020
8373,6392,2009
23092,22866,2008
9392,8645,2016
6954,6003,2015
13607,13529,2000
7081,4187,2005
19179,19052,2005
18999,18984,2001
14429,14311,2009
17209,17032,2019
24625,24471,2011
5014,4357,2019
22053,21985,2014
12238,4383,2009
24923,24850,2011
7017,3127,2005
17476,17281,2019
10389,9960,2010
14563,14437,2020
16231,16179,2004
20439,20396,2006
10334,2290,2021
23548,23353,2011
23671,23556,2003
8284,7168,2016
12487,11936,2018
16023,15847,2015
17167,16946,2015
23194,1605,2017
15565,14546,2019
6571,3995,2001
9802,8456,2009
10012,3863,2019
16734,16624,2010
18358,18355,2004
22160,21874,2002
11938,9934,2009
13843,12806,2014
9361,4534,2006
18227,17943,2005
20471,20193,2004
11298,10766,2014
8654,4271,2013
8359,1625,2016
8088,5332,2018
9928,9712,2012
12063,1484,2017
10157,9583,2012
10164,6984,2018
14154,13922,2011
10317,3551,2003
8369,7092,2020
7930,7035,2004
12367,2888,2006
12191,11116,2008
9320,68,2008
14230,14021,2017
9779,5913,2018
19626,19280,2019
7541,1147,2018
15390,15094,2017
21906,21894,2016
23692,23362,2014
8897,6875,2002
5752,3727,2007
23250,23228,2012
11773,9952,2004
14447,14402,2006
18339,18228,2010
5129,2011,2005
15254,15121,2021
23628,23601,2008
14908,6213,2010
9936,8969,2005
23135,23122,2017
24174,23895,2002
21578,21344,2013
11116,10969,2020
9132,8403,2012
18751,18657,2008
16799,16472,2017
12700,5546,2002
12203,1349,2014
19408,19028,2016
23031,22911,2019
22927,22920,2013
15786,15329,2021
20764,20454,2017
8655,5173,2005
23589,23582,2019
15224,14852,2003
21564,21364,2003
10026,9793,2005
22968,22603,2019
13445,993,2015
18944,18741,2000
24653,24315,2015
23349,23299,2006
22784,22753,2018
13873,2469,2021
9075,8823,2009
16159,16052,2011
10628,10211,2000
9054,5487,2011
8346,7770,2011
4905,3842,2002
20955,663,2011
15188,15078,2000
5795,4347,2009
6672,4536,2001
7169,6582,2009
19586,19564,2015
9779,6979,2006
13857,13727,2010
7312,5353,2012
8531,4260,2002
18065,17829,2019
18481,18431,2020
23401,23231,2011
23982,23885,2017
2393,1134,2021
7353,5193,2003
18614,481,2006
7683,7108,2018
21557,21478,2020
22507,22252,2001
9270,5089,2009
10317,7065,2012
14289,14052,2005
10354,10186,2011
10222,991,2006
10538,9229,2012
24312,24178,2015
6678,3968,2013
15293,15227,2007
10440,9143,2017
20764,20529,2016
17558,16998,2014
23186,23157,2004
22487,22416,2006
13760,13689,2012
7947,7374,2018
14723,14122,2014
18294,18103,2021
11279,10735,2021
15865,434,2021
13071,12810,2021
9132,5787,2012
17442,17177,2012
6960,6652,2014
6594,5890,2010
17321,17267,2014
10963,5284,2016
6256,2129,2018
20736,539,2016
10030,7784,2001
1284,616,2015
14206,13960,2010
9167,8818,2015
14753,14350,2001
17732,17709,2020
13912,7043,2009
18813,18784,2014
17555,17501,2001
23332,23144,2016
20347,20104,2013
12001,11532,2010
23203,22845,2013
12522,12364,2002
13190,4481,2014
14788,14698,2015
14447,14208,2011
18716,18668,2000
19757,19689,2012
11326,10937,2004
16639,16231,2003
17190,17159,2015
18036,17565,2020
14176,1565,2012
21185,21082,2000
14851,14618,2010
16758,16655,2020
17609,17401,2007
5416,2684,2013
16208,15760,2013
14490,1866,2021
10747,9428,2012
17119,16541,2000
13318,2504,2010
7919,7484,2019
17033,539,2002
11908,11381,2017
6536,4378,2017
17126,17115,2020
21822,21592,2014
10678,7960,2008
14008,13958,2011
19169,18927,2007
18694,18505,2012
9009,7882,2005
10371,8772,2003
15818,15682,2020
24300,23996,2021
23043,22592,2004
24200,24063,2005
7169,6988,2002
8346,2438,2019
11329,3578,2015
7885,6437,2002
11230,5355,2012
24500,24162,2020
17289,17249,2007
22512,22270,2012
11578,10287,2004
8359,8006,2006
23367,23239,2016
20646,20565,2021
18233,18017,2021
17045,16850,2002
14578,14059,2009
13309,12823,2003
17360,17333,2017
17478,17294,2006
14121,6695,2018
22414,22138,2020
12832,1902,2018
16008,15983,2007
11794,10830,2009
23299,23121,2018
18186,18167,2020
13900,13459,2020
12238,2441,2000
19164,18962,2005
10316,9176,2005
12267,9051,2019
20968,20830,2012
15987,15898,2009
10171,9680,2021
10761,9975,2011
11857,5820,2000
12001,4783,2004
10768,9662,2004
8337,8017,2021
13270,12301,2016
20148,19969,2017
8779,7986,2017
13143,13046,2006
23022,22767,2008
24641,24426,2015
14252,14219,2003
7570,2552,2014
10164,6219,2014
22096,21927,2012
14124,14107,2017
18697,18592,2000
19261,18756,2007
24275,23946,2006
11322,10919,2018
19462,19039,2012
23665,23646,2003
15291,4580,2012
15884,15542,2011
18222,18093,2003
15089,14946,2019
11262,10251,2010
21229,21205,2003
8035,3579,2018
11768,11071,2007
12588,11197,2021
12386,11966,2021
7620,4308,2017
11096,10402,2004
22829,22671,2017
11445,10901,2014
13513,13459,2017
18749,18721,2014
22470,22439,2016
24698,24594,2017
23881,23878,2019
9211,7935,2004
10678,9814,2001
12338,3218,2009
16087,15849,2021
12406,11957,2004
17778,17416,2000
7194,6127,2011
8734,8454,2020
11025,10800,2008
4969,724,2016
10317,9892,2011
13056,13037,2011
11295,6148,2006
20460,20335,2005
10663,8946,2017
15303,14881,2002
12147,3323,2011
11738,10785,2011
9361,3668,2009
14033,13606,2005
8103,4203,2016
6837,5054,2020
20404,19999,2003
12126,12037,2015
8366,8209,2004
19637,3161,2007
23081,22900,2008
5416,541,2002
24909,24678,2001
7580,5537,2017
19044,18740,2008
21123,20935,2020
19226,19198,2012
16442,15934,2018
6428,4293,2011
22360,22284,2005
21671,21521,2015
6090,1694,2016
13736,13603,2008
22421,163,2008
10263,9417,2013
15291,14775,2015
23235,23160,2004
16877,16716,2000
9361,2554,2010
14739,14415,2008
9936,8234,2015
8036,3503,2012
10768,10555,2007
19476,19392,2010
19395,19021,2005
11938,11554,2008
22565,22463,2007
13024,12865,2010
4513,4268,2019
10768,1844,2018
9420,9343,2002
8779,4103,2009
12597,5512,2002
24282,24175,2015
11087,10965,2005
22501,22240,2004
10141,9696,2005
17009,16982,2011
6412,5992,2021
15902,12871,2012
6412,4237,2001
23220,23100,2013
13870,13542,2014
16536,13401,2002
14345,14171,2013
16670,16460,2019
15506,15269,2013
9630,8300,2007
22826,22779,2012
24576,24298,2001
15451,15328,2000
10563,6540,2010
14196,13572,2006
13219,12794,2007
11175,5004,2009
8897,6588,2009
10171,9436,2019
14753,14290,2014
5704,5487,2001
7405,7344,2018
13446,2271,2021
18945,194,2014
15578,14961,2000
13637,12790,2000
9062,8631,2015
13532,13285,2007
13819,13150,2018
20374,20362,2015
19056,18487,2016
10761,9200,2002
9115,4083,2006
15756,15724,2014
11370,1690,2004
6980,6829,2002
3301,1528,2013
13277,10705,2007
10230,7808,2019
11604,10817,2010
17776,17669,2005
8897,8016,2004
19194,19123,2011
20709,20330,2009
21560,760,2015
12016,11969,2001
7613,7363,2005
23799,23585,2011
18103,18033,2019
3175,2972,2010
7169,5706,2021
15151,15102,2012
15379,15108,2015
13270,13160,2003
16510,16489,2004
16550,16457,2020
11039,8151,2001
21568,21549,2005
23956,23635,2002
23454,23336,2004
10427,10063,2008
23323,23135,2012
10794,10575,2003
22681,22574,2016
14702,14441,2006
16547,16374,2012
18049,17769,2015
16977,16938,2015
23758,23631,2003
6218,5409,2015
18766,18763,2006
8373,8192,2006
21509,21450,2006
7322,7174,2006
19577,19381,2011
24216,24016,2014
13161,3219,2013
6428,4489,2020
13283,13029,2021
22435,22394,2000
14244,14239,2000
22186,22088,2017
12984,12946,2018
20381,19984,2018
13122,12913,2007
14981,14612,2009
19911,19909,2018
2526,1471,2010
22564,22336,2006
18310,17949,2008
17765,17620,2010
12417,12387,2018
15136,15022,2018
15188,15073,2011
10440,5401,2012
19919,19597,2014
15846,15752,2004
7504,2551,2017
16725,2754,2001
14656,1098,2015
23463,23391,2018
13259,13230,2001
5638,5067,2016
17410,16198,2016
16865,16733,2006
11794,11426,2017
16283,15568,2012
8672,7637,2019
18182,17994,2011
7576,6226,2020
24145,23843,2011
16551,15162,2011
14713,14401,2018
18567,18437,2010
21107,20754,2004
21878,21803,2018
10903,10640,2016
22871,22608,2018
11019,10041,2007
17398,16888,2016
24148,24142,2014
22226,22113,2002
7913,3757,2012
24125,23984,2018
14834,14704,2013
12214,11624,2011
20640,20540,2003
15983,15621,2008
17334,17242,2008
20954,20585,2021
12597,5047,2011
20254,20085,2019
22884,22661,2001
10027,9680,2019
8369,4851,2000
19340,19272,2001
22292,22208,2017
21245,21154,2017
14219,14109,2015
5335,619,2001
18113,18004,2014
9400,3785,2001
4583,4034,2001
18573,18515,2020
10768,7299,2020
15002,14762,2002
13390,13258,2017
15780,15457,2011
11446,2894,2002
11379,10481,2016
18293,18246,2001
23169,22823,2015
21626,21590,2012
9114,1792,2019
19394,19301,2012
16696,16628,2017
17761,17600,2000
10164,6797,2008
10889,9735,2009
17206,17178,2006
1526,1422,2000
15027,14875,2010
15451,15279,2015
8626,7599,2021
9356,6252,2001
19406,19347,2020
15241,14927,2002
17556,3093,2008
12762,1435,2000
15517,2617,2012
11551,11101,2001
3697,1696,2011
8654,6938,2018
20036,20004,2002
16803,16522,2018
15808,15256,2009
8055,2997,2020
9919,9586,2012
12452,11698,2005
11873,11533,2005
5037,4834,2013
19468,19459,2000
22041,21931,2006
11039,9964,2005
22432,22132,2017
17046,16937,2021
20736,20361,2010
8734,8238,2015
11173,11152,2007
23713,23509,2020
15705,15604,2001
8895,8651,2004
23591,23183,2010
4222,2696,2014
11740,11355,2010
10536,3154,2003
7620,5620,2007
21680,21563,2006
3760,1441,2021
12396,12183,2021
13385,12722,2010
6960,6480,2001
8098,7500,2018
10093,9636,2008
8055,7200,2009
16413,16309,2015
15865,15727,2014
10643,10094,2010
8177,3112,2011
9016,8378,2002
12396,11973,2004
3339,276,2013
17646,17227,2001
9326,9237,2016
7492,7436,2008
23194,22924,2010
8284,6339,2018
19391,18731,2012
6752,3103,2006
4418,1732,2020
19963,19915,2003
17495,17067,2018
14208,14192,2007
9678,4992,2010
16539,16139,2007
19612,838,2015
7943,5298,2017
11738,10912,2011
24520,24484,2021
6678,3351,2009
20933,20918,2002
10334,8919,2003
19461,19401,2016
13438,12368,2011
16232,15972,2008
20088,19724,2011
2818,1614,2007
13437,13385,2016
7353,6208,2012
7016,2214,2010
11569,11481,2010
9359,2066,2000
11901,11878,2001
22098,21911,2004
7860,6261,2003
23481,23414,2010
18273,17997,2015
17368,17151,2017
2164,1862,2001
9491,5673,2005
14033,13252,2000
13531,11850,2006
6315,6281,2011
13079,12345,2000
13446,12684,2021
17913,17588,2014
7613,3364,2018
9358,3995,2013
11244,4014,2004
8594,7385,2020
10602,9199,2000
12935,12428,2008
9327,9038,2013
17929,17900,2013
23298,22920,2017
9359,7927,2015
8403,8373,2016
18799,18777,2002
20422,20377,2004
19621,19523,2021
10425,5214,2005
11088,10537,2020
11221,11078,2006
16928,16658,2018
14033,14016,2007
17264,16759,2013
15299,14888,2014
15818,15798,2019
21474,21357,2009
21790,21768,2003
10317,1038,2004
4583,3156,2018
6975,4324,2013
17208,16947,2007
22441,22055,2003
11062,10994,2018
12405,12367,2009
6194,5904,2002
23426,23395,2002
15249,14843,2003
24583,24348,2007
7129,6975,2005
10392,9498,2009
10583,10340,2005
24871,24667,2018
16851,16640,2021
11088,10447,2015
10422,10371,2002
21053,20786,2008
23436,23077,2019
20936,20915,2020
21059,20790,2012
10594,10507,2003
11881,10791,2003
10714,9635,2014
13802,13173,2013
11857,11064,2011
7570,7195,2019
12789,12655,2017
23030,22823,2001
10583,1385,2008
13933,13869,2012
18830,18507,2001
8088,1897,2003
9238,1606,2017
10133,7496,2015
16490,15907,2013
11822,11181,2017
3409,2202,2012
16742,16698,2002
15160,1983,2010
14284,13927,2021
23938,170,2013
12700,5292,2008
15949,15698,2016
10354,9069,2014
11766,2445,2003
21070,353,2018
11208,10347,2006
16641,16303,2003
8346,4298,2006
24776,24767,2021
19938,19879,2004
6743,6740,2001
24604,24457,2009
8284,2961,2021
9788,9646,2002
24519,24326,2004
17048,16926,2017
23677,23398,2003
16469,16455,2006
14713,2630,2018
24406,24275,2020
22047,21925,2000
9313,8973,2004
24665,24498,2009
10148,10050,2015
20555,20542,2004
15525,15406,2019
5919,2427,2009
22662,22495,2008
21677,21368,2001
7213,6502,2012
8351,3959,2002
9237,3019,2009
14757,14702,2008
14622,14366,2008
21589,21542,2000
9537,7058,2011
7030,6871,2008
15090,15049,2015
15771,15376,2015
5764,2088,2013
9881,4153,2004
8531,7674,2014
15240,14897,2000
8369,8153,2019
4447,4309,2005
13918,13540,2018
8094,7402,2011
15756,15467,2004
18861,18669,2016
5581,4878,2019
14730,14436,2014
13450,13099,2000
20271,20197,2017
3979,2444,2002
6686,6678,2006
18395,18329,2003
24775,24569,2021
22787,22578,2013
19609,19233,2018
12597,11939,2021
18486,18419,2012
22102,22008,2008
8698,5772,2012
12965,12161,2020
24029,23791,2008
4857,874,2017
20373,20365,2013
16939,16742,2001
12510,4627,2020
9237,9135,2012
10380,10029,2013
22680,22491,2013
19166,19116,2021
11578,10295,2019
19197,18939,2004
23646,23521,2010
6820,6674,2019
8953,6071,2002
12398,8188,2017
6428,4090,2015
21152,20976,2021
22550,22212,2007
23203,22980,2009
23351,22951,2007
21958,21914,2010
17293,16984,2011
12522,3621,2020
14207,14124,2021
22886,22575,2007
10171,7832,2021
15773,14924,2009
13707,13518,2008
17436,17368,2019
15102,3785,2002
13661,13411,2020
14902,14535,2000
6323,3031,2000
23889,23695,2003
11094,9635,2021
9356,8723,2005
12443,12419,2006
10171,7808,2016
14634,14529,2017
15778,15654,2006
20027,19936,2012
16558,896,2003
19499,19226,2005
10881,247,2017
19392,19331,2019
16563,16424,2002
10930,10384,2018
16478,16403,2008
18334,18267,2016
19985,19717,2020
22438,22266,2015
15441,15039,2006
9320,9029,2002
22177,21850,2017
6975,5337,2004
20582,20550,2012
18389,18377,2014
13911,6637,2019
13672,12668,2013
20693,20460,2020
11740,11515,2011
15311,15020,2006
7119,5997,2000
19517,19225,2002
17885,17779,2003
11718,11297,2019
15406,14504,2010
17932,41,2006
19464,19074,2015
14881,14851,2020
15354,15028,2010
21510,21261,2006
8177,5088,2003
15955,15736,2010
3339,2863,2005
9009,8391,2003
13783,13684,2021
24583,24406,2010
10230,8446,2001
11360,6935,2001
8346,7986,2000
8359,7380,2017
24472,24376,2015
12297,4649,2014
19636,5908,2020
17822,17706,2021
16555,2956,2012
20025,19962,2005
15641,15289,2008
6001,5818,2020
12366,3247,2012
17762,17749,2015
22170,22120,2001
21404,21050,2016
13319,13220,2008
6954,4439,2007
10315,10230,2014
10354,6822,2017
12863,12480,2001
7436,1761,2020
7391,6634,2010
20316,20280,2013
8888,7956,2009
24922,24903,2004
12510,3645,2006
23856,23681,2012
12800,12573,2019
8920,8129,2019
22475,22469,2008
3659,2150,2002
15239,14841,2013
22849,22780,2003
4937,2399,2007
16145,711,2016
14217,14192,2010
16623,16246,2009
7672,7647,2021
15172,15100,2004
10881,10426,2015
8546,6475,2018
21321,21170,2016
21568,21557,2021
7794,2443,2015
18126,18090,2002
24432,24054,2007
17360,17034,2010
3627,1630,2021
10583,875,2006
12406,12282,2013
17468,17096,2009
24707,24705,2018
15202,15131,2008
11506,10811,2020
8626,8487,2020
20182,20027,2013
7620,4612,2010
10428,10354,2018
14900,14751,2009
15271,3973,2017
11883,10260,2004
20464,20298,2010
14347,14334,2011
10371,10098,2011
19079,18790,2018
6536,5562,2006
13270,12834,2013
11934,11378,2014
11894,11515,2016
13319,1329,2018
8540,6596,2018
23861,23738,2000
23885,23746,2000
9358,6071,2019
24091,23827,2012
24661,24583,2007
6120,5317,2015
19189,18783,2000
11352,10325,2002
8284,7721,2021
13531,8032,2017
12300,12182,2003
10888,10644,2018
15234,15178,2020
24932,24814,2001
9400,5631,2005
19878,4306,2011
13393,13309,2018
17448,17215,2004
23688,23333,2008
17841,17781,2003
18440,18339,2013
8897,8324,2015
13490,13006,2003
17410,2647,2000
16701,16471,2010
10171,10150,2002
22860,22366,2016
10230,4741,2002
18813,18624,2002
15752,3283,2017
20960,20829,2011
18237,18140,2004
6570,6553,2004
15984,15709,2016
18484,18454,2015
17852,17718,2005
17665,17334,2015
23712,23458,2019
14674,14495,2021
2654,1785,2014
21467,21384,2017
15160,2675,2013
19814,19484,2009
16356,16236,2000
11659,11406,2020
10050,9287,2006
23569,23461,2006
9639,9429,2006
19572,19471,2002
19916,19831,2007
10536,8744,2018
15752,15621,2019
7155,5212,2003
16572,16389,2001
10818,10590,2006
6522,4456,2019
24130,24072,2012
6645,6510,2019
21816,21690,2002
23555,23322,2013
11731,11373,2013
8369,5417,2000
5764,1675,2021
19601,19294,2013
8455,7474,2000
22472,22385,2004
14952,14936,2013
17709,17028,2018
7378,5219,2009
7613,7519,2011
11766,11366,2004
19643,19589,2009
12123,11267,2002
6574,4428,2018
20221,20169,2016
6864,2396,2012
11091,10891,2009
8088,7500,2014
21922,21533,2021
19127,18996,2016
9238,7773,2019
10678,10143,2010
11262,10955,2018
17653,17353,2009
21822,21565,2021
7818,7458,2013
2599,338,2011
6975,5643,2008
9356,4325,2009
10551,2534,2021
11645,11184,2000
12569,3106,2013
11330,9774,2002
21331,21178,2011
3805,3627,2002
15517,1923,2014
17073,931,2011
5484,5422,2012
9462,9361,2003
11901,1935,2021
24192,2918,2011
11295,1881,2013
24432,24327,2005
17241,16966,2021
20046,19686,2014
20991,20566,2013
16034,15603,2007
15632,15247,2020
11783,11271,2010
7349,7181,2021
12361,11580,2000
5422,1813,2002
21792,21745,2009
14845,14812,2017
20584,20484,2020
12972,12897,2017
20899,20441,2015
13190,12549,2005
24520,24130,2002
22744,22637,2000
12192,11897,2009
22971,22927,2013
18353,18002,2012
17912,17858,2001
16162,6265,2021
10230,1666,2012
23578,23476,2003
15305,15041,2000
19462,19315,2007
21709,21574,2010
17869,17762,2007
18283,18262,2009
12465,12385,2013
13924,13833,2002
13307,12558,2015
24790,24580,2005
10068,9891,2003
11019,10065,2013
24579,24517,2012
8531,3928,2021
11604,11110,2003
8177,5957,2014
22229,22059,2016
19139,18841,2019
14398,13984,2006
19464,19448,2011
15564,15510,2019
14886,14880,2002
18194,18080,2013
20179,20092,2000
10551,9644,2019
19536,19428,2017
16608,16210,2000
20324,20241,2020
19198,19138,2020
5366,5169,2021
15235,14689,2016
24705,24601,2008
21674,21643,2002
12185,11591,2016
23141,23140,2014
16548,16224,2007
19496,19225,2003
15600,13851,2021
10602,7849,2008
3301,1068,2004
10701,3297,2007
10894,10414,2018
14713,14359,2019
13309,12719,2014
6395,5500,2000
14753,13232,2018
8369,4100,2002
21330,21162,2009
21534,1472,2015
18932,18902,2016
19303,3011,2004
7225,3344,2014
13446,13300,2001
7980,7307,2008
11033,9095,2011
21488,21465,2000
13394,12948,2013
5133,4944,2000
19636,18795,2010
21934,21827,2018
14827,14701,2010
17926,17871,2012
12191,3245,2007
7778,5273,2018
10882,3320,2011
21589,21460,2010
7679,7096,2020
12828,12762,2010
4850,3740,2004
23866,23472,2015
22600,22521,2016
18780,18726,2014
9397,8406,2000
20353,20037,2005
5485,4868,2017
1263,362,2016
24934,24762,2014
10274,9014,2014
15976,15948,2010
8779,4586,2011
21560,21399,2007
7378,4562,2020
16982,16753,2001
9244,7883,2021
19637,1638,2017
16167,15972,2018
11140,9880,2005
14617,13939,2015
8897,6902,2019
23197,22850,2014
15243,15078,2020
20473,20197,2019
22721,22393,2000
21463,21452,2003
23678,23294,2019
14198,14167,2018
15288,15164,2012
22522,22312,2011
20901,20885,2010
13675,13633,2007
23001,22750,2004
14243,14001,2010
8014,3289,2004
7405,790,2002
11039,8421,2019
18230,17902,2013
15421,15379,2021
15848,15442,2018
23081,22801,2018
18709,2223,2005
7011,6954,2003
13734,470,2020
10823,10778,2002
22591,22520,2004
14411,14354,2009
18090,17707,2005
9163,9114,2012
22674,22355,2010
21372,21323,2017
7570,6947,2009
12238,12216,2000
20103,20088,2009
22128,21997,2018
9953,9512,2011
6050,5152,2002
12211,11044,2017
13912,13843,2001
8531,7471,2002
23089,22806,2011
10593,9506,2014
6514,5688,2013
15764,15363,2016
22528,22407,2019
12662,4285,2020
8189,7465,2014
12569,9625,2013
